user_id,average_positive_probability_before,count_id_before,average_positive_probability_after,count_id_after
1,0.786148252,5,0.8547148160000001,5
2,0.9414343000000001,5,0.99711116,5
3,0.8105061819999999,5,0.997674522,5
4,0.947202628,5,0.9953118919999999,5
5,0.5328122000000001,5,0.9958376059999999,5
6,0.997480476,5,0.9974631479999999,5
7,0.805932518,5,0.997780468,5
8,0.997612258,5,0.9985019060000001,5
9,0.94598973,5,0.99810999,5
10,0.7148863796,5,0.998488966,5
11,0.9837090100000001,5,0.9981165539999999,5
12,0.911543186,5,0.9988231000000001,5
13,0.628048948,5,0.99868556,5
14,0.998606554,5,0.9985917539999999,5
15,0.9740285639999999,5,0.9985131600000001,5
16,0.9723455480000001,5,0.996293834,5
17,0.984205848,5,0.9987647940000001,5
18,0.9974101860000001,5,0.9986783599999999,5
19,0.997295164,5,0.998746956,5
20,0.996397408,5,0.9987919959999999,5
21,0.99798092,5,0.99875539,5
22,0.9934537499999999,5,0.9986421719999999,5
23,0.716586328,5,0.9986001099999999,5
24,0.9867561,5,0.998541898,5
25,0.850390384,5,0.998378056,5
26,0.144714756,5,0.758207764,5
27,0.650980892,5,0.9852778799999999,5
28,0.9361470000000001,5,0.994669308,5
29,0.7631740600000001,5,0.997091088,5
30,0.964583492,5,0.99771833,5
31,0.943758252,5,0.9740046120000001,5
32,0.974241604,5,0.9952997440000001,5
33,0.811874158,5,0.99709155,5
34,0.8329448340000001,5,0.996926762,5
35,0.9869912660000001,5,0.9970554979999999,5
36,0.890269494,5,0.9954699180000001,5
37,0.9319773120000001,5,0.9973013400000001,5
38,0.979759602,5,0.996910424,5
39,0.8032049179999999,5,0.9984826840000001,5
40,0.993586758,5,0.997906184,5
41,0.930462214,5,0.9982384559999999,5
42,0.986791472,5,0.998085598,5
43,0.99246959,5,0.9984372699999999,5
44,0.910791816,5,0.997719292,5
45,0.995665728,5,0.9985191600000001,5
46,0.9767178559999999,5,0.998750166,5
47,0.98319937,5,0.9951746659999999,5
48,0.9851198699999999,5,0.9986476059999999,5
49,0.9885536179999999,5,0.996926004,5
50,0.83883679,5,0.99778939,5
51,0.793642296,5,0.9345242,5
52,0.800276652,5,0.892051912,5
53,0.8296180660000001,5,0.84454647,5
54,0.714553772,5,0.9503001059999999,5
55,0.94993436,5,0.940510156,5
56,0.9223425040000001,5,0.884474406,5
57,0.8811621500000001,5,0.950478792,5
58,0.8863907299999999,5,0.989629562,5
59,0.91960417,5,0.9784150479999999,5
60,0.92110036,5,0.970311544,5
61,0.952571922,5,0.99185906,5
62,0.8960626919999999,5,0.939866578,5
63,0.8691936800000001,5,0.954627728,5
64,0.9835865619999999,5,0.993070664,5
65,0.98666355,5,0.9890791699999999,5
66,0.829852202,5,0.9864678,5
67,0.903956288,5,0.9672954920000001,5
68,0.9823349780000001,5,0.98648209,5
69,0.98198546,5,0.987223938,5
70,0.842190658,5,0.8137865099999999,5
71,0.88252976,5,0.988037216,5
72,0.9253339119999999,5,0.984139706,5
73,0.9374445120000001,5,0.987989016,5
74,0.963224554,5,0.9717292839999999,5
75,0.9806991359999999,5,0.9885871820000001,5
76,0.733968559,5,0.8290015000000001,5
77,0.8011355200000001,5,0.996150854,5
78,0.703744238,5,0.982038112,5
79,0.7415664932,5,0.909661318,5
80,0.616962758,5,0.822335142,5
81,0.871182976,5,0.967812752,5
82,0.7458229120000001,5,0.81930622,5
83,0.652062746,5,0.997373488,5
84,0.7940677039999999,5,0.9009173699999999,5
85,0.966346548,5,0.96259216,5
86,0.44383282939999996,5,0.8001697740000001,5
87,0.8434251719999999,5,0.9741679639999999,5
88,0.8145744340000001,5,0.9475938879999999,5
89,0.684474488,5,0.802268862,5
90,0.700055056,5,0.9154397320000001,5
91,0.862926728,5,0.9000569900000001,5
92,0.656681288,5,0.93785483,5
93,0.7389974199999999,5,0.9637697279999999,5
94,0.4908255424,5,0.8503499939999999,5
95,0.7498898119999999,5,0.91813072,5
96,0.8092573740000001,5,0.9405154,5
97,0.7941824239999999,5,0.8933097240000001,5
98,0.681195392,5,0.974970874,5
99,0.6757133552,5,0.94058788,5
100,0.721395746,5,0.94410343,5
101,0.28521677050000005,10,0.597914633,10
102,0.2159581292,5,0.83118409,5
103,0.8852968320000001,5,0.98806404,5
104,0.9461903060000001,5,0.97231154,5
105,0.83355446,5,0.9695526059999999,5
106,0.672071348,5,0.932915674,5
107,0.9928991159999999,5,0.9972293779999999,5
108,0.792831552,5,0.991506714,5
109,0.9194843240000001,5,0.998548914,5
110,0.7852424680000001,5,0.987361394,5
111,0.9930446719999999,5,0.9905751119999999,5
112,0.73480444,5,0.99552286,5
113,0.8453447799999999,5,0.9956997340000001,5
114,0.8902886640000001,5,0.997805086,5
115,0.8774154339999999,5,0.9980311000000001,5
116,0.798746186,5,0.996834782,5
117,0.973736412,5,0.9983909219999999,5
118,0.981866602,5,0.997884122,5
119,0.990975806,5,0.99743058,5
120,0.9254478540000001,5,0.9979975059999999,5
121,0.986058326,5,0.99844288,5
122,0.9971300879999999,5,0.9987287760000001,5
123,0.9925904799999999,5,0.998337676,5
124,0.948383948,5,0.998539684,5
125,0.96915239,5,0.998329142,5
126,0.494491833,5,0.9272444780000001,5
127,0.955075626,5,0.8460712879999999,5
128,0.91005669,5,0.93005719,5
129,0.931758308,5,0.9957818359999999,5
130,0.8312643,5,0.8498141459999999,5
131,0.9690273383333333,6,0.978776338,5
132,0.887882072,5,0.994047382,5
133,0.9759084579999999,5,0.989463038,5
134,0.963215604,5,0.9964905079999999,5
135,0.993040482,5,0.992907424,5
136,0.7731286319999999,5,0.99804588,5
137,0.95048526,5,0.9747631780000001,5
138,0.983078948,5,0.9942141400000001,5
139,0.9275145800000001,5,0.9524546519999999,5
140,0.9403476980000001,5,0.949316048,5
141,0.838907354,5,0.9935085100000001,5
142,0.9865107200000001,5,0.976687836,5
143,0.934483502,5,0.9967766579999999,5
144,0.9715564600000001,5,0.8749064320000001,5
145,0.9915553020000001,5,0.994348246,5
146,0.986801214,5,0.9953884159999999,5
147,0.98062085,5,0.9900113279999999,5
148,0.965677988,5,0.991602594,5
149,0.97707771,5,0.99569794,5
150,0.98313099,5,0.99782014,5
151,0.4889934376,5,0.8272104259999999,5
152,0.8130308979999998,5,0.9770196800000001,5
153,0.918033852,5,0.926006564,5
154,0.760061736,5,0.99709706,5
155,0.49546953,5,0.9973640859999999,5
156,0.994888948,5,0.997214548,5
157,0.9127197600000001,5,0.9985354340000001,5
158,0.68724314,5,0.99158276,5
159,0.9388291540000001,5,0.9985804659999999,5
160,0.81311356,5,0.9984152639999999,5
161,0.9969786559999999,5,0.99852092,5
162,0.878271758,5,0.998571082,5
163,0.97004951,5,0.998583926,5
164,0.7686618000000001,5,0.9986376260000001,5
165,0.9654357320000001,5,0.99866514,5
166,0.646038114,5,0.9984430379999999,5
167,0.9834656519999999,5,0.998696782,5
168,0.9915559820000001,5,0.99871939,5
169,0.9030577040000001,5,0.99870576,5
170,0.8018259560000001,5,0.9985862879999999,5
171,0.985028582,5,0.998735778,5
172,0.804220406,5,0.998479952,5
173,0.991527402,5,0.998745126,5
174,0.99554245,5,0.998635892,5
175,0.984395382,5,0.99874073,5
176,0.45486101140000007,5,0.99188917,5
177,0.5588273559999999,5,0.9924257900000001,5
178,0.19634617199999999,5,0.9937422439999999,5
179,0.38693603000000004,5,0.990371704,5
180,0.921729186,5,0.9971010299999999,5
181,0.532976288,5,0.9906778299999999,5
182,0.449677636,5,0.9943791940000001,5
183,0.440194246,5,0.994411736,5
184,0.871039912,5,0.99650553,5
185,0.906015976,5,0.9969259919999999,5
186,0.894017532,5,0.9909997799999999,5
187,0.3479978196,5,0.9929792519999999,5
188,0.79731328,5,0.9977441279999999,5
189,0.43271901,5,0.979999064,5
190,0.944022682,5,0.9962596639999999,5
191,0.713886186,5,0.9950185100000001,5
192,0.77273974,5,0.998598264,5
193,0.925441238,5,0.997767408,5
194,0.8974464359999998,5,0.996640032,5
195,0.9178655040000001,5,0.99790776,5
196,0.8133089379999999,5,0.99787702,5
197,0.816750968,5,0.997204308,5
198,0.9601462059999999,5,0.997826736,5
199,0.886039536,5,0.9983821799999999,5
200,0.84957901,5,0.9988641360000001,5
201,0.0037567833199999997,5,0.993869986,5
202,0.00638555264,5,0.9952641059999999,5
203,0.0150954696,5,0.98434647,5
204,0.03684189906,5,0.99003296,5
205,0.017775174419999998,5,0.95407994,5
206,0.051198115599999997,5,0.9977896640000001,5
207,0.01960540322,5,0.99729325,5
208,0.009287396319999999,5,0.993098488,5
209,0.030778513399999995,5,0.9957760179999999,5
210,0.00388233144,5,0.996168748,5
211,0.029528984400000003,5,0.998464682,5
212,0.015519843299999999,5,0.9983901420000001,5
213,0.0140944808,5,0.9984098319999999,5
214,0.0156140888,5,0.991858876,5
215,0.01743092654,5,0.997664772,5
216,0.014774784600000002,5,0.99864987,5
217,0.01779916416,5,0.951405522,5
218,0.0334537823,5,0.998454622,5
219,0.021637419900000003,5,0.998166732,5
220,0.0663958268,5,0.9980494560000001,5
221,0.02773053612,5,0.9892977359999999,5
222,0.038622617,5,0.9982181880000001,5
223,0.024154864000000005,5,0.998278676,5
224,0.027830097060000003,5,0.9951709519999999,5
225,0.0594891913,5,0.998300786,5
226,0.0455250072,5,0.871156794,5
227,0.1990738477,5,0.719040416,5
228,0.171770268,5,0.91400342,5
229,0.0958622472,5,0.9941298279999999,5
230,0.44562154080000005,5,0.997929662,5
231,0.123978536,5,0.9894651379999999,5
232,0.11901612300000002,5,0.9885769879999999,5
233,0.1086310072,5,0.9977968300000001,5
234,0.1749123686,5,0.998528544,5
235,0.0904309786,5,0.9975370659999999,5
236,0.0340953343,5,0.9978312559999999,5
237,0.06697355940000001,5,0.997769112,5
238,0.03743274492,5,0.997731746,5
239,0.1175763174,5,0.99475064,5
240,0.007122064940000001,5,0.996239572,5
241,0.012526612400000001,5,0.996878222,5
242,0.0293542527,5,0.9979408599999999,5
243,0.0233013772,5,0.9980719199999999,5
244,0.07494582699999999,5,0.9979476,5
245,0.042139141,5,0.998216618,5
246,0.03761228742,5,0.9981108280000001,5
247,0.045372539,5,0.9979581700000001,5
248,0.1122545661,5,0.998153838,5
249,0.040727295600000005,5,0.997020512,5
250,0.02638276026,5,0.997681372,5
251,0.0119609645,5,0.9837391959999999,5
252,0.0565428326,5,0.992064122,5
253,0.0711173515,5,0.9804706480000001,5
254,0.1080932782,5,0.99650108,5
255,0.043083647999999995,5,0.9972968919999999,5
256,0.1047302446,5,0.993790344,5
257,0.0301344008,5,0.997520162,5
258,0.098918714,5,0.9969800259999999,5
259,0.21813650739999998,5,0.97205998,5
260,0.1560450544,5,0.97987976,5
261,0.151293748,5,0.9950908500000001,5
262,0.10085148699999999,5,0.997005366,5
263,0.097493369,5,0.9973859239999999,5
264,0.039173034600000003,5,0.895929554,5
265,0.0386295302,5,0.9960475299999999,5
266,0.075368468,5,0.996706126,5
267,0.094355047,5,0.9942153319999999,5
268,0.037187382000000005,5,0.9975393799999999,5
269,0.077590602,5,0.93326907,5
270,0.0360181986,5,0.982456476,5
271,0.04968509,5,0.9966736600000001,5
272,0.13899182380000003,5,0.9896352199999999,5
273,0.054281093,5,0.996386784,5
274,0.051252245200000004,5,0.9966742399999999,5
275,0.0275015006,5,0.97043243,5
276,0.00953258924,5,0.7401723060000001,5
277,0.03043209428,5,0.976607706,5
278,0.018854448,5,0.984152134,5
279,0.00806627734,5,0.977524782,5
280,0.0161777053,5,0.9959680399999999,5
281,0.0144028174,5,0.99459729,5
282,0.03116311268,5,0.992163032,5
283,0.01873973444,5,0.9764891800000001,5
284,0.02029213392,5,0.99673064,5
285,0.029722242599999997,5,0.996612388,5
286,0.0157589229,5,0.9957239259999999,5
287,0.08927219074000001,5,0.994822712,5
288,0.012950124500000002,5,0.9975810660000001,5
289,0.0157844382,5,0.9841083659999998,5
290,0.012720476,5,0.9931291800000001,5
291,0.014793440800000002,5,0.995266808,5
292,0.0353762507,5,0.997109888,5
293,0.0244329822,5,0.996768992,5
294,0.0178718945,5,0.9971608740000001,5
295,0.023594849,5,0.9964275380000001,5
296,0.009967087199999999,5,0.9966932,5
297,0.00774903624,5,0.99726946,5
298,0.012945061999999999,5,0.997564646,5
299,0.027735121600000003,5,0.998173682,5
300,0.0388227312,5,0.9970690680000001,5
